trial_id,cluster_pair,cluster_a,cluster_b,anchor_cluster,distractor_cluster,repeat_idx,primary_key,image_A_cluster,image_A_source_index,image_A_role,image_A_center_cells_path,image_A_gen_imgs_path,image_B_cluster,image_B_source_index,image_B_role,image_B_center_cells_path,image_B_gen_imgs_path,image_C_cluster,image_C_source_index,image_C_role,correct_answer,correct_cluster,image_C_center_cells_path,image_C_gen_imgs_path
103,5_8,5,8,5,8,0,center_cells,8,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0103_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0103_A_gen_imgs.png,5,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0103_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0103_B_gen_imgs.png,5,4,same_2,A,8,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0103_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0103_C_gen_imgs.png
104,5_9,5,9,9,5,0,center_cells,9,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0104_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0104_A_gen_imgs.png,5,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0104_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0104_B_gen_imgs.png,9,9,same_1,B,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0104_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0104_C_gen_imgs.png
105,5_10,5,10,5,10,0,center_cells,5,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0105_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0105_A_gen_imgs.png,5,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0105_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0105_B_gen_imgs.png,10,6,distractor,C,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0105_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0105_C_gen_imgs.png
106,5_11,5,11,11,5,0,center_cells,5,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0106_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0106_A_gen_imgs.png,11,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0106_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0106_B_gen_imgs.png,11,4,same_1,A,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0106_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0106_C_gen_imgs.png
107,5_12,5,12,12,5,0,center_cells,5,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0107_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0107_A_gen_imgs.png,12,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0107_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0107_B_gen_imgs.png,12,0,same_2,A,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0107_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0107_C_gen_imgs.png
108,5_13,5,13,5,13,0,center_cells,5,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0108_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0108_A_gen_imgs.png,13,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0108_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0108_B_gen_imgs.png,5,7,same_2,B,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0108_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0108_C_gen_imgs.png
109,5_14,5,14,14,5,0,center_cells,5,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0109_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0109_A_gen_imgs.png,14,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0109_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0109_B_gen_imgs.png,14,2,same_2,A,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0109_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0109_C_gen_imgs.png
110,5_15,5,15,15,5,0,center_cells,5,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0110_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0110_A_gen_imgs.png,15,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0110_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0110_B_gen_imgs.png,15,2,same_1,A,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0110_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0110_C_gen_imgs.png
111,5_16,5,16,5,16,0,center_cells,5,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0111_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0111_A_gen_imgs.png,5,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0111_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0111_B_gen_imgs.png,16,5,distractor,C,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0111_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0111_C_gen_imgs.png
112,5_17,5,17,5,17,0,center_cells,17,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0112_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0112_A_gen_imgs.png,5,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0112_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0112_B_gen_imgs.png,5,7,same_2,A,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0112_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0112_C_gen_imgs.png
113,5_18,5,18,18,5,0,center_cells,5,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0113_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0113_A_gen_imgs.png,18,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0113_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0113_B_gen_imgs.png,18,7,same_1,A,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0113_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0113_C_gen_imgs.png
114,5_19,5,19,5,19,0,center_cells,19,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0114_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0114_A_gen_imgs.png,5,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0114_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0114_B_gen_imgs.png,5,4,same_1,A,19,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0114_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0114_C_gen_imgs.png
115,5_20,5,20,20,5,0,center_cells,5,7,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0115_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0115_A_gen_imgs.png,20,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0115_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0115_B_gen_imgs.png,20,7,same_1,A,5,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0115_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0115_C_gen_imgs.png
116,5_21,5,21,5,21,0,center_cells,5,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0116_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0116_A_gen_imgs.png,5,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0116_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0116_B_gen_imgs.png,21,4,distractor,C,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0116_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0116_C_gen_imgs.png
117,5_22,5,22,5,22,0,center_cells,5,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0117_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0117_A_gen_imgs.png,5,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0117_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0117_B_gen_imgs.png,22,9,distractor,C,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0117_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0117_C_gen_imgs.png
118,6_7,6,7,6,7,0,center_cells,6,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0118_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0118_A_gen_imgs.png,6,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0118_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0118_B_gen_imgs.png,7,4,distractor,C,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0118_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0118_C_gen_imgs.png
119,6_8,6,8,8,6,0,center_cells,8,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0119_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0119_A_gen_imgs.png,6,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0119_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0119_B_gen_imgs.png,8,1,same_2,B,6,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0119_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0119_C_gen_imgs.png
120,6_9,6,9,6,9,0,center_cells,6,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0120_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0120_A_gen_imgs.png,9,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0120_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0120_B_gen_imgs.png,6,2,same_2,B,9,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0120_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0120_C_gen_imgs.png
121,6_10,6,10,6,10,0,center_cells,6,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0121_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0121_A_gen_imgs.png,6,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0121_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0121_B_gen_imgs.png,10,3,distractor,C,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0121_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0121_C_gen_imgs.png
122,6_11,6,11,6,11,0,center_cells,6,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0122_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0122_A_gen_imgs.png,11,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0122_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0122_B_gen_imgs.png,6,6,same_2,B,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0122_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0122_C_gen_imgs.png
123,6_12,6,12,6,12,0,center_cells,6,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0123_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0123_A_gen_imgs.png,6,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0123_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0123_B_gen_imgs.png,12,1,distractor,C,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0123_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0123_C_gen_imgs.png
124,6_13,6,13,6,13,0,center_cells,6,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0124_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0124_A_gen_imgs.png,6,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0124_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0124_B_gen_imgs.png,13,2,distractor,C,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0124_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0124_C_gen_imgs.png
125,6_14,6,14,6,14,0,center_cells,6,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0125_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0125_A_gen_imgs.png,14,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0125_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0125_B_gen_imgs.png,6,6,same_2,B,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0125_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0125_C_gen_imgs.png
126,6_15,6,15,15,6,0,center_cells,15,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0126_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0126_A_gen_imgs.png,6,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0126_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0126_B_gen_imgs.png,15,7,same_2,B,6,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0126_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0126_C_gen_imgs.png
127,6_16,6,16,6,16,0,center_cells,6,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0127_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0127_A_gen_imgs.png,16,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0127_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0127_B_gen_imgs.png,6,7,same_1,B,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0127_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0127_C_gen_imgs.png
128,6_17,6,17,6,17,0,center_cells,6,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0128_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0128_A_gen_imgs.png,17,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0128_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0128_B_gen_imgs.png,6,6,same_1,B,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0128_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0128_C_gen_imgs.png
129,6_18,6,18,18,6,0,center_cells,18,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0129_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0129_A_gen_imgs.png,6,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0129_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0129_B_gen_imgs.png,18,6,same_1,B,6,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0129_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0129_C_gen_imgs.png
130,6_19,6,19,19,6,0,center_cells,6,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0130_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0130_A_gen_imgs.png,19,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0130_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0130_B_gen_imgs.png,19,4,same_1,A,6,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0130_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0130_C_gen_imgs.png
131,6_20,6,20,6,20,0,center_cells,20,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0131_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0131_A_gen_imgs.png,6,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0131_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0131_B_gen_imgs.png,6,7,same_2,A,20,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0131_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0131_C_gen_imgs.png
132,6_21,6,21,6,21,0,center_cells,6,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0132_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0132_A_gen_imgs.png,6,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0132_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0132_B_gen_imgs.png,21,7,distractor,C,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0132_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0132_C_gen_imgs.png
133,6_22,6,22,22,6,0,center_cells,22,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0133_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0133_A_gen_imgs.png,6,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0133_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0133_B_gen_imgs.png,22,3,same_2,B,6,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0133_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0133_C_gen_imgs.png
134,7_8,7,8,8,7,0,center_cells,7,7,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0134_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0134_A_gen_imgs.png,8,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0134_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0134_B_gen_imgs.png,8,9,same_2,A,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0134_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0134_C_gen_imgs.png
135,7_9,7,9,9,7,0,center_cells,9,3,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0135_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0135_A_gen_imgs.png,9,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0135_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0135_B_gen_imgs.png,7,9,distractor,C,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0135_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0135_C_gen_imgs.png
136,7_10,7,10,10,7,0,center_cells,7,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0136_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0136_A_gen_imgs.png,10,3,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0136_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0136_B_gen_imgs.png,10,0,same_1,A,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0136_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0136_C_gen_imgs.png
137,7_11,7,11,7,11,0,center_cells,11,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0137_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0137_A_gen_imgs.png,7,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0137_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0137_B_gen_imgs.png,7,3,same_2,A,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0137_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0137_C_gen_imgs.png
138,7_12,7,12,12,7,0,center_cells,12,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0138_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0138_A_gen_imgs.png,7,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0138_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0138_B_gen_imgs.png,12,4,same_2,B,7,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0138_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0138_C_gen_imgs.png
139,7_13,7,13,7,13,0,center_cells,7,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0139_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0139_A_gen_imgs.png,7,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0139_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0139_B_gen_imgs.png,13,6,distractor,C,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0139_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0139_C_gen_imgs.png
140,7_14,7,14,7,14,0,center_cells,14,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0140_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0140_A_gen_imgs.png,7,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0140_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0140_B_gen_imgs.png,7,3,same_2,A,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0140_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0140_C_gen_imgs.png
141,7_15,7,15,7,15,0,center_cells,15,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0141_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0141_A_gen_imgs.png,7,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0141_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0141_B_gen_imgs.png,7,5,same_2,A,15,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0141_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0141_C_gen_imgs.png
142,7_16,7,16,7,16,0,center_cells,16,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0142_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0142_A_gen_imgs.png,7,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0142_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0142_B_gen_imgs.png,7,3,same_2,A,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0142_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0142_C_gen_imgs.png
